Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository,Tags
33.120.108,False,True,388,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Cary Dunn,active ca. 1765–96,,"Dunn, Cary",,1762      ,1796      ,ca. 1776–96,1773,1796,Silver,"Overall: H. 3 3/16 in. (8.1 cm); 3 oz. 9 dwt. (107.7 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 3/4 in. (7 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/388,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beakers
33.120.109,False,True,389,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Joseph Edwards Jr.,1737–1783,,"Edwards, Jr. Joseph",,1737      ,1783      ,ca. 1768,1765,1768,Silver,"Overall: H. 4 1/4 in. (10.8 cm); 6 oz. 10 dwt. (202 g)
Lip: Diam. 3 5/8 in. (9.2 cm)
Base: Diam. 2 15/16 in. (7.5 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Boston,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/389,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Inscriptions|Beakers
33.120.110,False,True,394,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,John Goodhue,active ca. 1822–55,,"Goodhue, John",,1819      ,1855      ,1825–50,1825,1850,Silver,"Overall: H. 3 7/16 in. (8.7 cm); 3 oz. 10 dwt. (108.4 g)
Lip: Diam. 2 13/16 in. (7.1 cm)
Base: Diam. 2 1/4 in. (5.7 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Salem,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/394,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Inscriptions|Beakers
33.120.111,False,True,395,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,"Gregg, Hayden and Company",active ca. 1832–40,,"Gregg, Hayden and Company ",,1829      ,1840      ,1832–40,1832,1840,Silver,"Overall: H. 3 1/2 in. (8.9 cm); 4 oz. 10 dwt. (139.6 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 13/16 in. (7.1 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Charleston,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/395,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beakers
41.34.26,False,True,396,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Ashbil Griswold,1784–1853,,"Griswold, Ashbil",,1784      ,1853      ,1807–35,1807,1835,Pewter,H. 3 in. (7.6 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1941",Made in,Meriden,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/396,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beakers
41.34.27,False,True,397,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Samuel Ely Hamlin,1774–1864,,"Hamlin, Samuel Ely",,1774      ,1864      ,1801–56,1801,1856,Pewter,H. 3 1/8 in. (7.9 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1941",Made in,Providence,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/397,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beakers
33.120.112,False,True,398,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,George Hanners Sr.,ca. 1696–1740,,"Hanners, George",,1693      ,1740      ,1720–40,1720,1740,Silver,"Overall: H. 5 15/16 in. (15.1 cm); 10 oz. 3 dwt. (315.5 g)
Lip: Diam. 4 1/4 in. (10.8 cm)
Base: Diam. 3 1/2 in. (8.9 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Boston,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/398,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beakers
2014.53,False,True,399,American Decorative Arts,Beaker,Beaker,American,,,,,Maker|Maker,,John Hull|Robert Sanderson Sr.,1624–1683|ca. 1608–1693,,"Hull, John|Sanderson, Robert",,1624      |1605      ,1683      |1693      ,ca. 1670,1667,1670,Silver,"Overall: 5 3/8 in. (13.7 cm); 7 oz. 6 dwt. (227.3 g)
Lip: Diam. 4 1/8 in. (10.5 cm)
Base: Diam. 3 7/16 in. (8.7 cm)","Purchase, Bequest of Emma A. Sheafer, by exchange, 2014",Made in,Boston,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/399,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Men|Insignia|Beakers
33.120.113,False,True,400,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Isaac Hutton,"American, New York 1766–1855 Albany, New York",,"Hutton, Isaac",American,1766      ,1855      ,1800–1830,1800,1830,Silver,"Overall: H. 3 1/2 in. (8.9 cm); 3 oz. 2 dwt. (97 g)
Base: Diam. 1 15/16 in. (5 cm)
Lip: 3 1/8 x 2 15/16 in. (7.9 x 7.5 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Albany,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/400,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Inscriptions|Beakers
33.120.114,False,True,401,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Edward Kinsey,active ca. 1834–45,,"Kinsey, Edward",,1831      ,1845      ,ca. 1834–45,1831,1845,Silver,"Overall: H. 3 9/16 in. (9 cm); 4 oz. 18 dwt. (151.8 g)
Lip: Diam. 3 in. (7.6 cm)
Base: Diam. 2 3/8 in. (6 cm)","Bequest of Alphonso T. Clearwater, 1933",Possibly made in,Cincinnati,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/401,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beakers
33.120.115,False,True,402,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Thomas Lynde,1745–1811,,"Lynde, Thomas",,1745      ,1811      ,ca. 1775,1772,1778,Silver,"Overall: H. 2 15/16 in. (7.5 cm); 3 oz. (93.2 g)
Lip: Diam. 2 15/16 in. (7.5 cm)
Base: Diam. 2 7/16 in. (6.2 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Worcester,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/402,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beakers
33.120.116,False,True,403,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,David Moseley,1752–1812,,"Moseley, David",,1752      ,1812      ,ca. 1780,1777,1783,Silver,"Overall: H. 3 5/16 in. (8.4 cm); 3 oz. 6 dwt. (102.4  g)
Lip: Diam. 2 7/8 in. (7.3 cm)
Base: Diam. 1 15/16 in. (5 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Boston,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/403,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beakers
33.120.117,False,True,404,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,"William Moulton, IV",1772–1861,,"Moulton, IV William",,1772      ,1861      ,ca. 1800,1797,1800,Silver,"Overall: H. 3 7/16 in. (8.7 cm); 3 oz. 7 dwt. (104 g)
Lip: Diam. 2 3/4 in. (7 cm)
Base: Diam. 1 13/16 in. (4.6 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Newburyport,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/404,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Inscriptions|Beakers
33.120.118,False,True,405,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Thomas Richards,active ca. 1815,,"Richards, Thomas",,1765      ,1865      ,1800–1825,1800,1825,Silver,"Overall: H. 3 1/2 in. (8.9 cm); 4 oz. 8 dwt. (136.1 g)
Lip: Diam. 2 7/8 in. (7.3 cm)
Base: Diam. 2 9/16 in. (6.5 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/405,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Inscriptions|Beakers
33.120.119,False,True,406,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,Probably,Joseph Russell,1702–1780,,"Russell, Joseph",,1702      ,1780      ,ca. 1730,1727,1730,Silver,"Overall: H. 4 1/2 in. (11.4 cm); 6 oz. 8 dwt. (199.4 g)
Lip: Diam. 4 1/16 in. (10.3 cm)
Base: Diam. 3 5/16 in. (8.4 cm)","Bequest of Alphonso T. Clearwater, 1933",Possibly made in|Possibly made in,Barnstable|Bristol,,,United States|United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/406,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beakers
33.120.120,False,True,407,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Moody Russell,1694–1761,,"Russell, Moody",,1694      ,1761      ,ca. 1715,1711,1720,Silver,"Overall: H. 4 15/16 in. (12.6 cm); 6 oz. 2 dwt. (189.2 g)
Lip: Diam. 3 11/16 in. (9.4 cm)
Base: Diam. 2 15/16 in. (7.5 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Barnstable,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/407,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Drinking Glasses
33.120.121,False,True,408,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Shepherd and Boyd,active 1806–30,,Shepherd and Boyd ,,1806      ,1830      ,1814,1814,1814,Silver,"Overall: H. 3 7/8 in. (9.8 cm); 5 oz. 4 dwt. (162.2 g)
Lip: Diam. 3 1/4 in. (8.3 cm)
Base: Diam. 3 1/8 in. (7.9 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,Albany,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/408,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beakers
40.184.20,False,True,409,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Oliver Trask,1792–1847,,"Trask, Oliver",,1792      ,1847      ,ca. 1832–39,1829,1839,Pewter,H. 5 1/4 in. (13.3 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1940",Made in,Beverly,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/409,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beakers
40.184.21,False,False,410,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Oliver Trask,1792–1847,,"Trask, Oliver",,1792      ,1847      ,ca. 1832–39,1829,1839,Pewter,H. 5 1/4 in. (13.3 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1940",Made in,Beverly,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/410,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
33.120.106,False,False,411,American Decorative Arts,Beaker,Beaker,American or British,,,,,Maker,Marked by,S. D.,,,S. D.,,,9999      ,1680–1730,1680,1730,Silver,"Overall: H. 3 1/16 in. (7.8 cm); 3 oz. 17 dwt. (119.5 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 5/8 in. (6.7 cm)","Bequest of Alphonso T. Clearwater, 1933",Possibly made in|Possibly made in,,,,United States|England,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/411,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beakers
33.120.122,False,True,415,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,C. White,active ca. 1830–40,,"White, C.",,1827      ,1840      ,ca. 1830–40,1827,1840,Silver,"Overall: H. 3 1/8 in. (7.9 cm); 3 oz. 19 dwt. (122.5 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 1/2 in. (6.4 cm)","Bequest of Alphonso T. Clearwater, 1933",,,,,,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/415,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beakers
33.120.622,False,False,416,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Benjamin Wynkoop,baptized 1675–1751,,"Wynkoop, Benjamin",,1675      ,1751      ,1711,1711,1711,Silver,"Overall: H. 7 1/4 in. (18.4 cm); 11 oz. 16 dwt. (367.5 g)
Lip: Diam. 4 1/2 in. (11.4 cm)
Base: Diam. 3 7/16 in. (8.7 cm)","Jointly owned by The Metropolitan Museum of Art and The Reformed Protestant Dutch Church, Kingston, N. Y., 1933",Made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/416,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Birds|Infants|Women|Leaves|Beakers
52.77.3,False,True,417,American Decorative Arts,Beaker,Beaker,British,,,,,,,,,,,,,,1760–65,1760,1765,Opaque glass with enamel decoration,H. 7 1/8 in. (18.1 cm),"Bequest of Mrs. J. Insley Blair, 1951",Probably made in,Bristol,Bristol,Bristol,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/417,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Chinoiserie|Women|Beakers
52.77.4,False,True,418,American Decorative Arts,Beaker,Beaker,British,,,,,,,,,,,,,,1760–65,1760,1765,Opaque glass with enamel decoration,6 3/4 × 4 × 4 in. (17.1 × 10.2 × 10.2 cm),"Bequest of Mrs. J. Insley Blair, 1951",Probably made in,Bristol,Bristol,Bristol,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/418,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Chinoiserie|Women|Beakers
13.197.2,False,True,419,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Cary Dunn,active ca. 1765–96,,"Dunn, Cary",,1762      ,1796      ,ca. 1770,1765,1775,Silver,"Overall: H. 3 5/8 in. (9.2 cm); 5 oz. 14 dwt. (177.6 g)
Lip: Diam. 3 7/16 in. (8.7 cm)
Base: Diam. 3 5/8 in. (9.2 cm)","Gift of Miss Marie L. Tillotson, 1913",Made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/419,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Insignia|Beakers
13.197.3,False,True,420,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Cary Dunn,active ca. 1765–96,,"Dunn, Cary",,1762      ,1796      ,ca. 1770,1765,1775,Silver,"Overall: H. 3 5/8 in. (9.2 cm); 5 oz. 17 dwt. (181.2 g)
Lip: Diam. 3 1/2 in. (8.9 cm)
Base: Diam. 3 5/8 in. (9.2 cm)","Gift of Miss Marie L. Tillotson, 1913",Made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/420,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Insignia|Beakers
28.131.1,False,True,421,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Moody Russell,1694–1761,,"Russell, Moody",,1694      ,1761      ,ca. 1719,1716,1719,Silver,"Overall: H. 4 1/16 in. (10.3 cm); 5 oz. 13 dwt. (175.3 g)
Lip: Diam. 3 9/16 in. (9 cm)
Base: Diam. 2 5/8 in. (6.7 cm)","The Sylmaris Collection, Gift of George Coe Graves, 1928",Made in,Barnstable,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/421,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beakers
28.131.2,False,True,422,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Moody Russell,1694–1761,,"Russell, Moody",,1694      ,1761      ,ca. 1719,1716,1719,Silver,"Overall: H. 4 1/16 in. (10.3 cm); 5 oz. 11 dwt. (172.1 g)
Lip: Diam. 3 9/16 in. (9 cm)
Base: Diam. 2 11/16 in. (6.8 cm)","The Sylmaris Collection, Gift of George Coe Graves, 1928",Made in,Barnstable,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/422,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beakers
01.3.4,False,True,423,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Jacob Jacobse Lansing,baptized 1714–1791,,"Lansing, Jacob Jacobse",,1714      ,1791      ,1770–90,1770,1790,Silver,"Overall: H. 3 5/16 in. (8.4 cm); 2 oz. 19 dwt. (92.9 g)
Lip: Diam. 3 1/16 in. (7.8 cm)
Base: Diam. 2 1/4 in. (5.7 cm)","Gift of Mrs. Abraham Lansing, 1901",Made in,Albany,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/423,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Insignia|Beakers
01.3.5,False,True,424,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Jacob Jacobse Lansing,baptized 1714–1791,,"Lansing, Jacob Jacobse",,1714      ,1791      ,1770–90,1770,1790,Silver,"Overall: H. 3 5/16 in. (8.4 cm); 3 oz. 4 dwt. (99.3 g)
Lip: Diam. 3 1/16 in. (7.8 cm)
Base: Diam. 2 1/4 in. (5.7 cm)","Gift of Mrs. Abraham Lansing, 1901",Made in,Albany,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/424,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Insignia|Beakers
58.3.1,False,True,425,American Decorative Arts,Tumbler,Tumbler,American,,,,,Maker,,Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts",,"Revere, Paul, Jr.",American,1734      ,1818      ,1797,1795,1797,Silver,"Overall: 2 3/4 in. (7 cm); 2 oz. 14 dwt. (83.6 g)
Lip: Diam. 2 7/8 in. (7.3 cm)
Base: Diam. 2 1/4 in. (5.7 cm)","Purchase, Gift of Mrs. Russell Sage, by exchange, 1958",Made in,Boston,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/425,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Drinking Glasses
58.3.2,False,True,426,American Decorative Arts,Tumbler,Tumbler,American,,,,,Maker,,Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts",,"Revere, Paul, Jr.",American,1734      ,1818      ,1797,1795,1797,Silver,"Overall: H. 2 3/4 in. (7 cm); 3 oz. 2 dwt. (96.1 g)
Lip: Diam. 2 7/8 in. (7.3 cm)
Base: Diam. 2 in. (5.1 cm)","Purchase, Gift of Mrs. Russell Sage, by exchange, 1958",Made in,Boston,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/426,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Drinking Glasses|Jugs
58.3.3,False,True,427,American Decorative Arts,Tumbler,Tumbler,American,,,,,Maker,,Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts",,"Revere, Paul, Jr.",American,1734      ,1818      ,1797,1795,1797,Silver,"Overall: 2 3/4 in. (7 cm); 2 oz. 19 dwt. (91.3 g)
Lip: Diam. 2 7/8 in. (7.3 cm)
Base: Diam. 2 in. (5.1 cm)","Purchase, Gift of Mrs. Russell Sage, by exchange, 1958",Made in,Boston,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/427,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Garlands|Drinking Glasses|Jugs
58.3.4,False,True,428,American Decorative Arts,Tumbler,Tumbler,American,,,,,Maker,,Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts",,"Revere, Paul, Jr.",American,1734      ,1818      ,1797,1795,1797,Silver,"Overall: 2 3/4 in. (7 cm); 2 oz. 18 dwt. (90.6 g)
Lip: Diam. 2 7/8 in. (7.3 cm)
Base: Diam. 2 in. (5.1 cm)","Purchase, Gift of Mrs. Russell Sage, by exchange, 1958",Made in,Boston,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/428,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Drinking Glasses
1980.501.1,False,True,429,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Myer Myers,1723–1795,,"Myers, Myer",American,1723      ,1795      ,1770–90,1770,1790,Silver,"Overall: 4 in. (10.2 cm); 5 oz. 10 dwt. (171.3 g)
Lip: Diam. 3 3/16 in. (8.1 cm)
Base: Diam. 2 1/2 in. (6.4 cm)","Gift of Mr. and Mrs. Louis E. McFadden, 1980",Made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/429,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beakers
1980.501.2,False,True,430,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Myer Myers,1723–1795,,"Myers, Myer",American,1723      ,1795      ,1770–90,1770,1790,Silver,"Overall: 4 in. (10.2 cm); 5 oz. 8 dwt. (167.7 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 1/2 in. (6.4 cm)","Gift of Mr. and Mrs. Louis E. McFadden, 1980",Made in,,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/430,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beakers
1980.501.3,False,True,431,American Decorative Arts,Beaker,Beaker,American,,,,,Maker,,Myer Myers,1723–1795,,"Myers, Myer",American,1723      ,1795      ,1770–90,1770,1790,Silver,"Overall: 4 in. (10.2 cm); 5 oz. 9 dwt. (170 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 1/2 in. (6.4 cm)","Gift of Mr. and Mrs. Louis E. McFadden, 1980",Made in,,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/431,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beakers
1971.180.109,False,False,432,American Decorative Arts,Vase,Beaker Vase,Chinese,,,,,,,,,,,,,,1800–1900,1800,1900,Porcelain,H. 9 1/2 in. (24.1 cm); Diam. 4 3/4 in. (12.1 cm),"Bequest of Flora E. Whiting, 1971",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/432,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Flowers|Vases
1971.180.110,False,False,433,American Decorative Arts,Vase,Beaker Vase,Chinese,,,,,,,,,,,,,,1800–1900,1800,1900,Porcelain,H. 9 1/2 in. (24.1 cm); Diam. 4 5/8 in. (11.7 cm),"Bequest of Flora E. Whiting, 1971",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/433,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Flowers|Leaves|Vases
14.11.7,False,True,434,American Decorative Arts,Bean pot,Covered Bean Pot,American,,,,,Maker,,"Lyman, Fenton & Co.",1849–52,,"Lyman, Fenton and Company ",,1849      ,1849      ,1849–58,1849,1858,Mottled brown earthenware,8 3/4 in. (22.2 cm),"Rogers Fund, 1914",Made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/434,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects
1980.357,False,True,435,American Decorative Arts,Figure,Bear figure and spill holder,American,,,,,Maker,Possibly,Parker Pottery,,,Parker Pottery,,,,ca. 1850–75,1850,1875,"Earthenware; Redware with slip decoration
",H. 6 in. (15.2 cm),"Friends of the American Wing Fund, 1980",Made in,,Montour County,Montour County,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/435,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects|Bears
10.125.335,False,True,436,American Decorative Arts,Folding bedstead,Folding Bedstead,American,,,,,,,,,,,,,,1740–90,1740,1790,Maple,77 1/2 x 52 3/4 x 76 in. (196.9 x 134 x 193 cm),"Gift of Mrs. Russell Sage, 1909",Made in,,,,United States,New England ,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/436,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beds
10.125.336,False,True,437,American Decorative Arts,Bedstead,Bedstead,American,,,,,,,,,,,,,,1760–90,1760,1790,"Mahogany, maple, white pine",88 1/8 x 61 1/4 x 77 in. (223.8 x 155.6 x 195.6 cm),"Gift of Mrs. Russell Sage, 1909",Made in,,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/437,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects
"46.194.6a, b",False,True,438,American Decorative Arts,Bedstead,Bedstead,American,,,,,,,,,,,,,,1760–90,1760,1790,"Tulip poplar, Atlantic white cedar, pine",99 1/8 x 66 x 84 1/2 in. (251.8 x 167.6 x 214.6 cm),"Gift of Mrs. J. Insley Blair, 1946",Made in,,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/438,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Curtains|Beds
49.91a–c,False,True,439,American Decorative Arts,Bedstead,Bedstead,American,,,,,,,,,,,,,,1760–1800,1760,1800,"Birch, white pine",96 1/2 x 56 1/4 x 77 1/4 in. (245.1 x 142.9 x 196.2 cm),"Purchase, Joseph Pulitzer Bequest, 1949",Probably made in,,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/439,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beds
53.14,False,True,440,American Decorative Arts,Bedstead,Bedstead,American,,,,,,,,,,,,,,1810–30,1810,1830,Oak,32 x 47 1/2 x 70 1/2 in. (81.3 x 120.7 x 179.1 cm),"Gift of Joseph Downs, 1953",Made in,,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/440,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beds
53.179.4,False,True,441,American Decorative Arts,Bedstead,Bedstead,American,,,,,,,,,,,,,,1760–1800,1760,1800,"Tulip poplar, white pine",81 x 52 7/8 x 77 in. (205.7 x 134.3 x 195.6 cm),"Gift of Mrs. Screven Lorillard, 1953",Possibly made in|Possibly made in,,,,United States|United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/441,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beds
1981.226,False,True,442,American Decorative Arts,Bedstead,Bedstead,"American, Shaker",,,,,,,,,,,,,,1830–60,1830,1860,"Maple, pine",71 x 30 x 31 in. (180.3 x 76.2 x 78.7 cm),"Purchase, Anonymous Gift, 1981",Made in,New Lebanon,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/442,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Beds
